cluster,subcluster,cell
1,0,2139
0,0,2140
0,0,2141
4,0,2142
0,0,2143
0,0,2144
0,0,2145
1,0,2146
1,0,2147
4,0,2148
1,0,2149
0,0,2150
4,0,2151
0,0,2152
0,0,2153
0,0,2154
0,0,2155
0,0,2156
4,0,2157
0,0,2158
1,0,2159
0,0,2160
0,0,2161
0,0,2162
4,0,2163
0,0,2164
4,0,2165
4,0,2166
0,0,2167
4,0,2168
0,0,2169
0,0,2170
4,0,2171
4,0,2172
4,0,2173
0,0,2174
0,0,2175
3,0,2176
4,0,2177
4,0,2178
1,0,2179
4,0,2180
0,0,2181
4,0,2182
3,0,2183
1,0,2184
3,0,2185
1,0,2186
1,0,2187
1,0,2188
1,0,2189
4,0,2190
4,0,2191
0,0,2192
0,0,2193
0,0,2194
0,0,2195
1,0,2196
1,0,2197
0,0,2198
0,0,2199
3,0,2200
3,0,2201
1,0,2202
0,0,2203
1,0,2204
0,0,2205
0,0,2206
0,0,2207
1,0,2208
0,0,2209
3,0,2210
4,0,2211
4,0,2212
4,0,2213
1,0,2214
0,0,2215
4,0,2216
4,0,2217
0,0,2218
0,0,2219
4,0,2220
4,0,2221
1,0,2222
1,0,2223
3,0,2224
0,0,2225
0,0,2226
0,0,2227
0,0,2228
0,0,2229
0,0,2230
3,0,2231
3,0,2232
3,0,2233
0,0,2234
4,0,2235
0,0,2236
0,0,2237
0,0,2238
1,0,2239
0,0,2240
0,0,2241
4,0,2242
0,0,2243
4,0,2244
1,0,2245
4,0,2246
1,0,2247
4,0,2248
4,0,2249
0,0,2250
0,0,2251
1,0,2252
3,0,2253
0,0,2254
0,0,2255
3,0,2256
0,0,2257
0,0,2258
4,0,2259
1,0,2260
4,0,2261
1,0,2262
3,0,2263
4,0,2264
0,0,2265
0,0,2266
4,0,2267
0,0,2268
3,0,2269
0,0,2270
1,0,2271
0,0,2272
3,0,2273
4,0,2274
1,0,2275
0,0,2276
3,0,2277
0,0,2278
1,0,2279
1,0,2280
3,0,2281
4,0,2282
0,0,2283
3,0,2284
0,0,2285
0,0,2286
4,0,2287
0,0,2288
3,0,2289
0,0,2290
4,0,2291
1,0,2292
4,0,2293
0,0,2294
1,0,2295
1,0,2296
4,0,2297
0,0,2298
0,0,2299
4,0,2300
4,0,2301
0,0,2302
0,0,2303
1,0,2304
4,0,2305
0,0,2306
4,0,2307
1,0,2308
0,0,2309
4,0,2310
4,0,2311
4,0,2312
4,0,2313
0,0,2314
0,0,2315
3,0,2316
0,0,2317
0,0,2318
3,0,2319
4,0,2320
1,0,2321
1,0,2322
1,0,2323
0,0,2324
1,0,2325
1,0,2326
1,0,2327
1,0,2328
0,0,2329
3,0,2330
3,0,2331
4,0,2332
1,0,2333
4,0,2334
0,0,2335
4,0,2336
4,0,2337
0,0,2338
4,0,2339
3,0,2340
0,0,2341
0,0,2342
0,0,2343
4,0,2344
0,0,2345
4,0,2346
1,0,2347
4,0,2348
0,0,2349
0,0,2350
0,0,2351
0,0,2352
1,0,2353
0,0,2354
0,0,2355
4,0,2356
1,0,2357
3,0,2358
4,0,2359
4,0,2360
0,0,2361
4,0,2362
4,0,2363
0,0,2364
4,0,2365
0,0,2366
4,0,2367
4,0,2368
0,0,2369
0,0,2370
0,0,2371
4,0,2372
0,0,2373
3,0,2374
3,0,2375
1,0,2376
4,0,2377
4,0,2378
3,0,2379
0,0,2380
4,0,2381
3,0,2382
0,0,2383
3,0,2384
1,0,2385
0,0,2386
0,0,2387
4,0,2388
1,0,2389
0,0,2390
1,0,2391
0,0,2392
0,0,2393
0,0,2394
1,0,2395
0,0,2396
0,0,2397
3,0,2398
0,0,2399
1,0,2400
1,0,2401
4,0,2402
4,0,2403
1,0,2404
4,0,2405
4,0,2406
1,0,2407
4,0,2408
1,0,2409
4,0,2410
0,0,2411
1,0,2412
3,0,2413
4,0,2414
0,0,2415
4,0,2416
0,0,2417
1,0,2418
0,0,2419
0,0,2420
4,0,2421
0,0,2422
1,0,2423
0,0,2424
0,0,2425
0,0,2426
1,0,2427
1,0,2428
1,0,2429
1,0,2430
1,0,2431
1,0,2432
0,0,2433
3,0,2434
4,0,2435
4,0,2436
4,0,2437
1,0,2438
0,0,2439
0,0,2440
0,0,2441
4,0,2442
1,0,2443
0,0,2444
0,0,2445
0,0,2446
0,0,2447
4,0,2448
3,0,2449
1,0,2450
0,0,2451
3,0,2452
4,0,2453
0,0,2454
0,0,2455
0,0,2456
0,0,2457
1,0,2458
1,0,2459
0,0,2460
4,0,2461
3,0,2462
4,0,2463
0,0,2464
3,0,2465
0,0,2466
0,0,2467
1,0,2468
0,0,2469
0,0,2470
0,0,2471
1,0,2472
4,0,2473
4,0,2474
4,0,2475
0,0,2476
1,0,2477
3,0,2478
1,0,2479
0,0,2480
0,0,2481
0,0,2482
0,0,2483
1,0,2484
1,0,2485
0,0,2486
0,0,2487
4,0,2488
4,0,2489
0,0,2490
0,0,2491
0,0,2492
1,0,2493
0,0,2494
1,0,2495
0,0,2496
0,0,2497
1,0,2498
0,0,2499
0,0,2500
0,0,2501
4,0,2502
0,0,2503
1,0,2504
0,0,2505
4,0,2506
4,0,2507
0,0,2508
0,0,2509
0,0,2510
0,0,2511
1,0,2512
3,0,2513
4,0,2514
4,0,2515
1,0,2516
0,0,2517
4,0,2518
0,0,2519
3,0,2520
0,0,2521
0,0,2522
4,0,2523
0,0,2524
1,0,2525
1,0,2526
1,0,2527
0,0,2528
1,0,2529
1,0,2530
4,0,2531
1,0,2532
1,0,2533
3,0,2534
1,0,2535
0,0,2536
3,0,2537
0,0,2538
0,0,2539
4,0,2540
4,0,2541
4,0,2542
0,0,2543
3,0,2544
0,0,2545
0,0,2546
0,0,2547
4,0,2548
4,0,2549
1,0,2550
4,0,2551
1,0,2552
4,0,2553
3,0,2554
0,0,2555
0,0,2556
1,0,2557
0,0,2558
1,0,2559
3,0,2560
0,0,2561
0,0,2562
1,0,2563
3,0,2564
0,0,2565
3,0,2566
0,0,2567
0,0,2568
0,0,2569
1,0,2570
0,0,2571
4,0,2572
3,0,2573
0,0,2574
4,0,2575
4,0,2576
4,0,2577
0,0,2578
1,0,2579
4,0,2580
1,0,2581
0,0,2582
0,0,2583
0,0,2584
0,0,2585
0,0,2586
0,0,2587
0,0,2588
1,0,2589
0,0,2590
0,0,2591
3,0,2592
0,0,2593
0,0,2594
0,0,2595
4,0,2596
4,0,2597
0,0,2598
4,0,2599
0,0,2600
0,0,2601
0,0,2602
3,0,2603
3,0,2604
1,0,2605
0,0,2606
4,0,2607
1,0,2608
1,0,2609
4,0,2610
1,0,2611
1,0,2612
0,0,2613
4,0,2614
0,0,2615
4,0,2616
4,0,2617
3,0,2618
4,0,2619
0,0,2620
3,0,2621
0,0,2622
0,0,2623
1,0,2624
4,0,2625
4,0,2626
3,0,2627
0,0,2628
0,0,2629
1,0,2630
1,0,2631
4,0,2632
4,0,2633
1,0,2634
3,0,2635
4,0,2636
0,0,2637
1,0,2638
4,0,2639
0,0,2640
4,0,2641
1,0,2642
3,0,2643
1,0,2644
4,0,2645
4,0,2646
3,0,2647
4,0,2648
0,0,2649
3,0,2650
1,0,2651
1,0,2652
0,0,2653
4,0,2654
4,0,2655
1,0,2656
1,0,2657
4,0,2658
0,0,2659
3,0,2660
3,0,2661
0,0,2662
1,0,2663
0,0,2664
0,0,2665
1,0,2666
0,0,2667
0,0,2668
0,0,2669
0,0,2670
0,0,2671
0,0,2672
4,0,2673
4,0,2674
3,0,2675
0,0,2676
1,0,2677
0,0,2678
0,0,2679
0,0,2680
4,0,2681
0,0,2682
0,0,2683
1,0,2684
0,0,2685
0,0,2686
1,0,2687
0,0,2688
4,0,2689
1,0,2690
4,0,2691
0,0,2692
0,0,2693
0,0,2694
3,0,2695
0,0,2696
3,0,2697
3,0,2698
4,0,2699
4,0,2700
1,0,2701
0,0,2702
4,0,2703
0,0,2704
0,0,2705
0,0,2706
4,0,2707
4,0,2708
4,0,2709
0,0,2710
1,0,2711
0,0,2712
1,0,2713
0,0,2714
1,0,2715
4,0,2716
1,0,2717
1,0,2718
3,0,2719
1,0,2720
0,0,2721
0,0,2722
4,0,2723
1,0,2724
0,0,2725
1,0,2726
0,0,2727
0,0,2728
1,0,2729
1,0,2730
4,0,2731
0,0,2732
0,0,2733
0,0,2734
4,0,2735
0,0,2736
4,0,2737
0,0,2738
4,0,2739
1,0,2740
1,0,2741
0,0,2742
1,0,2743
0,0,2744
0,0,2745
1,0,2746
4,0,2747
1,0,2748
0,0,2749
4,0,2750
0,0,2751
4,0,2752
1,0,2753
3,0,2754
1,0,2755
4,0,2756
0,0,2757
0,0,2758
4,0,2759
1,0,2760
0,0,2761
0,0,2762
0,0,2763
0,0,2764
1,0,2765
0,0,2766
4,0,2767
0,0,2768
0,0,2769
0,0,2770
0,0,2771
0,0,2772
1,0,2773
0,0,2774
0,0,2775
1,0,2776
4,0,2777
3,0,2778
0,0,2779
4,0,2780
0,0,2781
4,0,2782
4,0,2783
0,0,2784
4,0,2785
0,0,2786
0,0,2787
3,0,2788
1,0,2789
0,0,2790
0,0,2791
0,0,2792
3,0,2793
1,0,2794
0,0,2795
4,0,2796
4,0,2797
0,0,2798
0,0,2799
1,0,2800
0,0,2801
0,0,2802
3,0,2803
0,0,2804
0,0,2805
1,0,2806
0,0,2807
3,0,2808
4,0,2809
0,0,2810
1,0,2811
4,0,2812
0,0,2813
0,0,2814
1,0,2815
1,0,2816
4,0,2817
1,0,2818
1,0,2819
1,0,2820
0,0,2821
0,0,2822
1,0,2823
0,0,2824
0,0,2825
0,0,2826
1,0,2827
0,0,2828
0,0,2829
4,0,2830
4,0,2831
0,0,2832
4,0,2833
3,0,2834
1,0,2835
3,0,2836
1,0,2837
1,0,2838
0,0,2839
4,0,2840
0,0,2841
0,0,2842
0,0,2843
0,0,2844
0,0,2845
0,0,2846
4,0,2847
3,0,2848
0,0,2849
3,0,2850
0,0,2851
0,0,2852
1,0,2853
0,0,2854
4,0,2855
4,0,2856
4,0,2857
1,0,2858
4,0,2859
4,0,2860
0,0,2861
1,0,2862
4,0,2863
0,0,2864
3,0,2865
1,0,2866
0,0,2867
0,0,2868
4,0,2869
0,0,2870
4,0,2871
4,0,2872
4,0,2873
3,0,2874
1,0,2875
0,0,2876
1,0,2877
0,0,2878
1,0,2879
0,0,2880
3,0,2881
3,0,2882
4,0,2883
0,0,2884
1,0,2885
0,0,2886
4,0,2887
0,0,2888
0,0,2889
0,0,2890
4,0,2891
0,0,2892
1,0,2893
4,0,2894
0,0,2895
1,0,2896
4,0,2897
3,0,2898
4,0,2899
1,0,2900
1,0,2901
4,0,2902
0,0,2903
0,0,2904
0,0,2905
0,0,2906
3,0,2907
4,0,2908
0,0,2909
1,0,2910
3,0,2911
4,0,2912
1,0,2913
0,0,2914
4,0,2915
4,0,2916
4,0,2917
0,0,2918
1,0,2919
1,0,2920
0,0,2921
0,0,2922
1,0,2923
0,0,2924
0,0,2925
4,0,2926
1,0,2927
4,0,2928
1,0,2929
4,0,2930
1,0,2931
0,0,2932
3,0,2933
4,0,2934
0,0,2935
0,0,2936
4,0,2937
4,0,2938
1,0,2939
4,0,2940
3,0,2941
0,0,2942
0,0,2943
4,0,2944
0,0,2945
1,0,2946
4,0,2947
1,0,2948
0,0,2949
1,0,2950
3,0,2951
0,0,2952
0,0,2953
0,0,2954
4,0,2955
3,0,2956
1,0,2957
1,0,2958
1,0,2959
4,0,2960
4,0,2961
0,0,2962
0,0,2963
1,0,2964
4,0,2965
4,0,2966
1,0,2967
1,0,2968
0,0,2969
1,0,2970
1,0,2971
0,0,2972
4,0,2973
0,0,2974
1,0,2975
0,0,2976
0,0,2977
0,0,2978
0,0,2979
4,0,2980
0,0,2981
0,0,2982
3,0,2983
1,0,2984
1,0,2985
0,0,2986
1,0,2987
1,0,2988
3,0,2989
0,0,2990
0,0,2991
1,0,2992
0,0,2993
4,0,2994
1,0,2995
1,0,2996
0,0,2997
0,0,2998
1,0,2999
1,0,3000
0,0,3001
1,0,3002
1,0,3003
4,0,3004
1,0,3005
0,0,3006
0,0,3007
4,0,3008
0,0,3009
0,0,3010
0,0,3011
0,0,3012
3,0,3013
4,0,3014
0,0,3015
0,0,3016
0,0,3017
1,0,3018
4,0,3019
0,0,3020
4,0,3021
1,0,3022
0,0,3023
0,0,3024
1,0,3025
0,0,3026
0,0,3027
0,0,3028
4,0,3029
1,0,3030
0,0,3031
4,0,3032
0,0,3033
0,0,3034
0,0,3035
4,0,3036
0,0,3037
1,0,3038
0,0,3039
1,0,3040
0,0,3041
0,0,3042
0,0,3043
0,0,3044
0,0,3045
0,0,3046
0,0,3047
1,0,3048
1,0,3049
0,0,3050
1,0,3051
0,0,3052
4,0,3053
3,0,3054
1,0,3055
1,0,3056
0,0,3057
4,0,3058
3,0,3059
1,0,3060
1,0,3061
0,0,3062
3,0,3063
0,0,3064
0,0,3065
4,0,3066
4,0,3067
1,0,3068
3,0,3069
4,0,3070
4,0,3071
0,0,3072
0,0,3073
3,0,3074
1,0,3075
3,0,3076
0,0,3077
4,0,3078
0,0,3079
4,0,3080
3,0,3081
0,0,3082
1,0,3083
4,0,3084
0,0,3085
0,0,3086
0,0,3087
0,0,3088
0,0,3089
4,0,3090
4,0,3091
0,0,3092
0,0,3093
4,0,3094
4,0,3095
4,0,3096
0,0,3097
0,0,3098
0,0,3099
0,0,3100
3,0,3101
3,0,3102
1,0,3103
3,0,3104
1,0,3105
0,0,3106
0,0,3107
3,0,3108
1,0,3109
0,0,3110
1,0,3111
1,0,3112
0,0,3113
4,0,3114
0,0,3115
0,0,3116
0,0,3117
0,0,3118
3,0,3119
1,0,3120
0,0,3121
4,0,3122
0,0,3123
3,0,3124
0,0,3125
0,0,3126
1,0,3127
1,0,3128
1,0,3129
1,0,3130
1,0,3131
3,0,3132
3,0,3133
3,0,3134
0,0,3135
4,0,3136
4,0,3137
4,0,3138
3,0,3139
1,0,3140
1,0,3141
4,0,3142
4,0,3143
4,0,3144
0,0,3145
0,0,3146
0,0,3147
0,0,3148
0,0,3149
0,0,3150
4,0,3151
4,0,3152
3,0,3153
1,0,3154
0,0,3155
1,0,3156
4,0,3157
1,0,3158
3,0,3159
1,0,3160
0,0,3161
1,0,3162
4,0,3163
4,0,3164
3,0,3165
4,0,3166
1,0,3167
1,0,3168
0,0,3169
0,0,3170
0,0,3171
0,0,3172
3,0,3173
1,0,3174
0,0,3175
3,0,3176
1,0,3177
0,0,3178
0,0,3179
0,0,3180
1,0,3181
0,0,3182
0,0,3183
4,0,3184
1,0,3185
1,0,3186
1,0,3187
4,0,3188
1,0,3189
0,0,3190
3,0,3191
1,0,3192
0,0,3193
1,0,3194
3,0,3195
3,0,3196
0,0,3197
0,0,3198
4,0,3199
0,0,3200
0,0,3201
4,0,3202
0,0,3203
4,0,3204
0,0,3205
1,0,3206
3,0,3207
0,0,3208
0,0,3209
4,0,3210
4,0,3211
1,0,3212
1,0,3213
3,0,3214
1,0,3215
4,0,3216
4,0,3217
0,0,3218
0,0,3219
0,0,3220
0,0,3221
0,0,3222
0,0,3223
4,0,3224
1,0,3225
1,0,3226
0,0,3227
4,0,3228
1,0,3229
0,0,3230
4,0,3231
1,0,3232
0,0,3233
0,0,3234
3,0,3235
4,0,3236
0,0,3237
0,0,3238
4,0,3239
4,0,3240
4,0,3241
4,0,3242
0,0,3243
1,0,3244
0,0,3245
4,0,3246
4,0,3247
0,0,3248
4,0,3249
0,0,3250
0,0,3251
0,0,3252
3,0,3253
3,0,3254
4,0,3255
1,0,3256
3,0,3257
4,0,3258
4,0,3259
4,0,3260
4,0,3261
3,0,3262
0,0,3263
1,0,3264
3,0,3265
4,0,3266
3,0,3267
1,0,3268
1,0,3269
0,0,3270
1,0,3271
0,0,3272
0,0,3273
0,0,3274
0,0,3275
0,0,3276
0,0,3277
0,0,3278
0,0,3279
0,0,3280
4,0,3281
1,0,3282
1,0,3283
0,0,3284
0,0,3285
4,0,3286
0,0,3287
0,0,3288
0,0,3289
0,0,3290
0,0,3291
1,0,3292
0,0,3293
0,0,3294
4,0,3295
4,0,3296
0,0,3297
3,0,3298
4,0,3299
0,0,3300
0,0,3301
0,0,3302
3,0,3303
4,0,3304
1,0,3305
3,0,3306
0,0,3307
4,0,3308
4,0,3309
0,0,3310
0,0,3311
3,0,3312
1,0,3313
0,0,3314
0,0,3315
0,0,3316
3,0,3317
0,0,3318
4,0,3319
0,0,3320
4,0,3321
4,0,3322
0,0,3323
0,0,3324
3,0,3325
0,0,3326
0,0,3327
3,0,3328
1,0,3329
1,0,3330
4,0,3331
1,0,3332
4,0,3333
1,0,3334
4,0,3335
0,0,3336
0,0,3337
4,0,3338
1,0,3339
1,0,3340
1,0,3341
4,0,3342
0,0,3343
0,0,3344
0,0,3345
4,0,3346
1,0,3347
3,0,3348
3,0,3349
4,0,3350
0,0,3351
1,0,3352
4,0,3353
0,0,3354
1,0,3355
0,0,3356
0,0,3357
0,0,3358
0,0,3359
4,0,3360
0,0,3361
4,0,3362
1,0,3363
4,0,3364
3,0,3365
0,0,3366
0,0,3367
1,0,3368
0,0,3369
4,0,3370
0,0,3371
0,0,3372
0,0,3373
0,0,3374
0,0,3375
0,0,3376
0,0,3377
0,0,3378
1,0,3379
0,0,3380
4,0,3381
1,0,3382
0,0,3383
1,0,3384
0,0,3385
1,0,3386
0,0,3387
0,0,3388
0,0,3389
1,0,3390
4,0,3391
3,0,3392
3,0,3393
0,0,3394
4,0,3395
3,0,3396
0,0,3397
0,0,3398
4,0,3399
4,0,3400
1,0,3401
1,0,3402
4,0,3403
0,0,3404
1,0,3405
1,0,3406
0,0,3407
0,0,3408
0,0,3409
0,0,3410
4,0,3411
4,0,3412
0,0,3413
1,0,3414
1,0,3415
1,0,3416
0,0,3417
1,0,3418
4,0,3419
0,0,3420
0,0,3421
4,0,3422
1,0,3423
4,0,3424
1,0,3425
0,0,3426
0,0,3427
1,0,3428
0,0,3429
4,0,3430
3,0,3431
0,0,3432
0,0,3433
0,0,3434
0,0,3435
0,0,3436
0,0,3437
1,0,3438
4,0,3439
4,0,3440
0,0,3441
0,0,3442
4,0,3443
1,0,3444
0,0,3445
0,0,3446
4,0,3447
0,0,3448
0,0,3449
4,0,3450
1,0,3451
0,0,3452
1,0,3453
3,0,3454
3,0,3455
0,0,3456
0,0,3457
1,0,3458
3,0,3459
3,0,3460
1,0,3461
4,0,3462
3,0,3463
0,0,3464
0,0,3465
0,0,3466
4,0,3467
0,0,3468
3,0,3469
1,0,3470
4,0,3471
4,0,3472
0,0,3473
4,0,3474
4,0,3475
0,0,3476
0,0,3477
0,0,3478
4,0,3479
4,0,3480
4,0,3481
0,0,3482
0,0,3483
4,0,3484
1,0,3485
4,0,3486
0,0,3487
1,0,3488
1,0,3489
0,0,3490
0,0,3491
3,0,3492
1,0,3493
0,0,3494
1,0,3495
4,0,3496
0,0,3497
0,0,3498
0,0,3499
3,0,3500
3,0,3501
0,0,3502
0,0,3503
1,0,3504
4,0,3505
1,0,3506
0,0,3507
0,0,3508
0,0,3509
0,0,3510
4,0,3511
0,0,3512
0,0,3513
1,0,3514
1,0,3515
1,0,3516
3,0,3517
0,0,3518
0,0,3519
3,0,3520
1,0,3521
4,0,3522
0,0,3523
1,0,3524
4,0,3525
3,0,3526
4,0,3527
0,0,3528
4,0,3529
4,0,3530
0,0,3531
0,0,3532
3,0,3533
4,0,3534
4,0,3535
0,0,3536
0,0,3537
3,0,3538
3,0,3539
1,0,3540
1,0,3541
1,0,3542
3,0,3543
1,0,3544
0,0,3545
1,0,3546
0,0,3547
1,0,3548
0,0,3549
0,0,3550
1,0,3551
4,0,3552
4,0,3553
1,0,3554
4,0,3555
1,0,3556
1,0,3557
0,0,3558
1,0,3559
0,0,3560
3,0,3561
1,0,3562
0,0,3563
4,0,3564
0,0,3565
0,0,3566
1,0,3567
1,0,3568
1,0,3569
0,0,3570
1,0,3571
1,0,3572
0,0,3573
4,0,3574
0,0,3575
0,0,3576
0,0,3577
1,0,3578
3,0,3579
1,0,3580
0,0,3581
1,0,3582
0,0,3583
0,0,3584
0,0,3585
0,0,3586
0,0,3587
0,0,3588
4,0,3589
4,0,3590
0,0,3591
4,0,3592
0,0,3593
4,0,3594
1,0,3595
0,0,3596
3,0,3597
1,0,3598
4,0,3599
0,0,3600
1,0,3601
1,0,3602
4,0,3603
4,0,3604
1,0,3605
1,0,3606
4,0,3607
3,0,3608
0,0,3609
0,0,3610
0,0,3611
0,0,3612
4,0,3613
4,0,3614
1,0,3615
0,0,3616
0,0,3617
0,0,3618
0,0,3619
3,0,3620
1,0,3621
0,0,3622
1,0,3623
0,0,3624
1,0,3625
1,0,3626
1,0,3627
0,0,3628
1,0,3629
4,0,3630
0,0,3631
1,0,3632
4,0,3633
4,0,3634
1,0,3635
0,0,3636
0,0,3637
4,0,3638
0,0,3639
0,0,3640
0,0,3641
0,0,3642
0,0,3643
0,0,3644
1,0,3645
0,0,3646
1,0,3647
3,0,3648
0,0,3649
1,0,3650
0,0,3651
3,0,3652
0,0,3653
0,0,3654
3,0,3655
0,0,3656
4,0,3657
4,0,3658
4,0,3659
1,0,3660
4,0,3661
0,0,3662
0,0,3663
3,0,3664
0,0,3665
3,0,3666
4,0,3667
0,0,3668
0,0,3669
4,0,3670
1,0,3671
4,0,3672
0,0,3673
4,0,3674
4,0,3675
0,0,3676
4,0,3677
0,0,3678
0,0,3679
4,0,3680
1,0,3681
1,0,3682
0,0,3683
3,0,3684
0,0,3685
4,0,3686
4,0,3687
0,0,3688
0,0,3689
0,0,3690
0,0,3691
4,0,3692
3,0,3693
4,0,3694
1,0,3695
1,0,3696
0,0,3697
4,0,3698
1,0,3699
4,0,3700
4,0,3701
0,0,3702
0,0,3703
0,0,3704
4,0,3705
1,0,3706
1,0,3707
0,0,3708
4,0,3709
0,0,3710
0,0,3711
0,0,3712
0,0,3713
1,0,3714
0,0,3715
0,0,3716
0,0,3717
0,0,3718
0,0,3719
1,0,3720
4,0,3721
0,0,3722
0,0,3723
1,0,3724
4,0,3725
0,0,3726
0,0,3727
4,0,3728
4,0,3729
0,0,3730
3,0,3731
1,0,3732
0,0,3733
4,0,3734
3,0,3735
0,0,3736
0,0,3737
0,0,3738
0,0,3739
0,0,3740
0,0,3741
1,0,3742
0,0,3743
0,0,3744
0,0,3745
0,0,3746
0,0,3747
3,0,3748
0,0,3749
0,0,3750
1,0,3751
0,0,3752
4,0,3753
0,0,3754
0,0,3755
4,0,3756
1,0,3757
1,0,3758
4,0,3759
0,0,3760
1,0,3761
0,0,3762
3,0,3763
0,0,3764
4,0,3765
0,0,3766
3,0,3767
0,0,3768
0,0,3769
0,0,3770
0,0,3771
3,0,3772
0,0,3773
1,0,3774
3,0,3775
0,0,3776
1,0,3777
4,0,3778
0,0,3779
4,0,3780
0,0,3781
4,0,3782
1,0,3783
4,0,3784
3,0,3785
1,0,3786
1,0,3787
4,0,3788
0,0,3789
4,0,3790
1,0,3791
3,0,3792
1,0,3793
0,0,3794
1,0,3795
0,0,3796
0,0,3797
0,0,3798
4,0,3799
0,0,3800
1,0,3801
0,0,3802
0,0,3803
4,0,3804
0,0,3805
0,0,3806
0,0,3807
0,0,3808
4,0,3809
0,0,3810
3,0,3811
0,0,3812
1,0,3813
0,0,3814
0,0,3815
4,0,3816
4,0,3817
1,0,3818
0,0,3819
4,0,3820
0,0,3821
3,0,3822
4,0,3823
0,0,3824
0,0,3825
4,0,3826
0,0,3827
0,0,3828
4,0,3829
4,0,3830
4,0,3831
0,0,3832
1,0,3833
4,0,3834
4,0,3835
1,0,3836
4,0,3837
3,0,3838
4,0,3839
3,0,3840
0,0,3841
4,0,3842
0,0,3843
0,0,3844
3,0,3845
3,0,3846
1,0,3847
3,0,3848
3,0,3849
0,0,3850
3,0,3851
0,0,3852
3,0,3853
0,0,3854
4,0,3855
3,0,3856
4,0,3857
1,0,3858
1,0,3859
0,0,3860
3,0,3861
0,0,3862
0,0,3863
0,0,3864
0,0,3865
0,0,3866
0,0,3867
4,0,3868
0,0,3869
0,0,3870
1,0,3871
3,0,3872
0,0,3873
1,0,3874
0,0,3875
0,0,3876
1,0,3877
1,0,3878
0,0,3879
0,0,3880
0,0,3881
3,0,3882
0,0,3883
0,0,3884
0,0,3885
3,0,3886
0,0,3887
4,0,3888
1,0,3889
1,0,3890
0,0,3891
1,0,3892
0,0,3893
4,0,3894
0,0,3895
0,0,3896
4,0,3897
0,0,3898
0,0,3899
1,0,3900
4,0,3901
0,0,3902
0,0,3903
0,0,3904
0,0,3905
4,0,3906
0,0,3907
0,0,3908
3,0,3909
0,0,3910
0,0,3911
0,0,3912
4,0,3913
4,0,3914
1,0,3915
4,0,3916
0,0,3917
0,0,3918
0,0,3919
0,0,3920
4,0,3921
4,0,3922
1,0,3923
0,0,3924
4,0,3925
0,0,3926
3,0,3927
4,0,3928
0,0,3929
0,0,3930
4,0,3931
0,0,3932
1,0,3933
0,0,3934
1,0,3935
0,0,3936
1,0,3937
4,0,3938
0,0,3939
4,0,3940
1,0,3941
0,0,3942
0,0,3943
4,0,3944
3,0,3945
1,0,3946
0,0,3947
1,0,3948
1,0,3949
0,0,3950
4,0,3951
0,0,3952
0,0,3953
4,0,3954
0,0,3955
4,0,3956
1,0,3957
0,0,3958
0,0,3959
4,0,3960
0,0,3961
4,0,3962
0,0,3963
4,0,3964
4,0,3965
4,0,3966
0,0,3967
3,0,3968
0,0,3969
4,0,3970
0,0,3971
1,0,3972
4,0,3973
0,0,3974
4,0,3975
0,0,3976
0,0,3977
3,0,3978
1,0,3979
0,0,3980
0,0,3981
0,0,3982
0,0,3983
0,0,3984
4,0,3985
4,0,3986
3,0,3987
1,0,3988
1,0,3989
0,0,3990
0,0,3991
0,0,3992
0,0,3993
4,0,3994
0,0,3995
0,0,3996
0,0,3997
4,0,3998
4,0,3999
0,0,4000
1,0,4001
4,0,4002
3,0,4003
4,0,4004
0,0,4005
4,0,4006
0,0,4007
0,0,4008
0,0,4009
1,0,4010
0,0,4011
0,0,4012
0,0,4013
0,0,4014
0,0,4015
0,0,4016
0,0,4017
0,0,4018
0,0,4019
1,0,4020
1,0,4021
4,0,4022
0,0,4023
0,0,4024
0,0,4025
4,0,4026
1,0,4027
0,0,4028
1,0,4029
0,0,4030
1,0,4031
0,0,4032
1,0,4033
4,0,4034
0,0,4035
4,0,4036
1,0,4037
3,0,4038
1,0,4039
1,0,4040
0,0,4041
0,0,4042
0,0,4043
1,0,4044
1,0,4045
4,0,4046
0,0,4047
1,0,4048
0,0,4049
1,0,4050
4,0,4051
1,0,4052
0,0,4053
0,0,4054
1,0,4055
1,0,4056
1,0,4057
0,0,4058
0,0,4059
3,0,4060
3,0,4061
4,0,4062
4,0,4063
0,0,4064
0,0,4065
4,0,4066
0,0,4067
4,0,4068
0,0,4069
0,0,4070
0,0,4071
4,0,4072
0,0,4073
0,0,4074
0,0,4075
0,0,4076
0,0,4077
1,0,4078
1,0,4079
0,0,4080
4,0,4081
4,0,4082
3,0,4083
0,0,4084
0,0,4085
0,0,4086
0,0,4087
0,0,4088
4,0,4089
4,0,4090
0,0,4091
3,0,4092
3,0,4093
0,0,4094
0,0,4095
0,0,4096
4,0,4097
0,0,4098
1,0,4099
4,0,4100
4,0,4101
1,0,4102
1,0,4103
0,0,4104
1,0,4105
4,0,4106
1,0,4107
0,0,4108
0,0,4109
1,0,4110
1,0,4111
4,0,4112
3,0,4113
0,0,4114
0,0,4115
0,0,4116
0,0,4117
0,0,4118
3,0,4119
0,0,4120
0,0,4121
1,0,4122
1,0,4123
4,0,4124
1,0,4125
0,0,4126
4,0,4127
4,0,4128
1,0,4129
0,0,4130
0,0,4131
4,0,4132
3,0,4133
0,0,4134
0,0,4135
1,0,4136
